ReggiodiCalabria,Bolzano,Verona,Milano,Torino,Trieste,Venice,Bologna,Genoa,Pisa,Florence,Ancona,Rome,Pescara,Naples,Foggia,Bari,Brindisi,Lecce,Taranto,
150,326,75,84,155,170,145,178,178,117,134,195,109,238,95,223,106,237,167,145,
